compound_embedding_row_index,compound_name,normalized_compound_name,actual_predictability,predicted_predictability,n_profiles,moa,clean_moa
747,"1-(4-(4-propionylpiperazin-1-yl)-3-(trifluoromethyl)phenyl)-9-(quinolin-3-yl)benzo(h)(1,6)naphthyridin-2(1H)-one; torin-1",1 4 4 propionylpiperazin 1 yl 3 trifluoromethyl phenyl 9 quinolin 3 yl benzo h 1 6 naphthyridin 2 1h one torin 1,0.93151283,0.843577,165,"MTOR inhibitor, PI3K inhibitor; mTOR inhibitor",mTOR inhibitor
747,"1-(4-(4-propionylpiperazin-1-yl)-3-(trifluoromethyl)phenyl)-9-(quinolin-3-yl)benzo(h)(1,6)naphthyridin-2(1H)-one; torin-1",1 4 4 propionylpiperazin 1 yl 3 trifluoromethyl phenyl 9 quinolin 3 yl benzo h 1 6 naphthyridin 2 1h one torin 1,0.93151283,0.843577,165,"MTOR inhibitor, PI3K inhibitor; mTOR inhibitor",PI3K inhibitor
1443,BRD-K89997465; Chlorpromazine,brd k89997465 chlorpromazine,0.9319946,0.8290256,55,dopamine receptor antagonist,Dopamine receptor antagonist
631,(S)-Crizotinib; Crizotinib; crizotinib,s crizotinib crizotinib crizotinib,0.9537751,0.8121026,460,ALK tyrosine kinase receptor inhibitor; MTH1 inhibitor; inhibitor/antagonist,ALK tyrosine kinase receptor inhibitor
631,(S)-Crizotinib; Crizotinib; crizotinib,s crizotinib crizotinib crizotinib,0.9537751,0.8121026,460,ALK tyrosine kinase receptor inhibitor; MTH1 inhibitor; inhibitor/antagonist,MTH1 inhibitor
743,"(3S,6S,9S,12R)-3-[(2S)-butan-2-yl]-6-[(1-methoxyindol-3-yl)methyl]-9-(6-oxooctyl)-1,4,7,10-tetrazabicyclo[10.4.0]hexadecane-2,5,8,11-tetrone; Apicidin",3s 6s 9s 12r 3 2s butan 2 yl 6 1 methoxyindol 3 yl methyl 9 6 oxooctyl 1 4 7 10 tetrazabicyclo 10 4 0 hexadecane 2 5 8 11 tetrone apicidin,0.935299,0.84639347,92,HDAC inhibitor,HDAC inhibitor
5086,genistein,genistein,0.941713,0.821169,47,Tyrosine kinase inhibitor,Tyrosine kinase inhibitor
527,Triptolide (PG490); triptolide,triptolide pg490 triptolide,0.9325779,0.87285644,127,RNA polymerase inhibitor,RNA polymerase inhibitor
250,Pharmakon1600-01500231; dexamethasone-acetate,pharmakon1600 01500231 dexamethasone acetate,0.923443,0.8221884,21,"Glucocorticoid receptor agonist, Cytochrome P450 inhibitor, Corticosteroid agonist; glucocorticoid receptor agonist",Glucocorticoid receptor agonist
250,Pharmakon1600-01500231; dexamethasone-acetate,pharmakon1600 01500231 dexamethasone acetate,0.923443,0.8221884,21,"Glucocorticoid receptor agonist, Cytochrome P450 inhibitor, Corticosteroid agonist; glucocorticoid receptor agonist",Cytochrome P450 inhibitor
250,Pharmakon1600-01500231; dexamethasone-acetate,pharmakon1600 01500231 dexamethasone acetate,0.923443,0.8221884,21,"Glucocorticoid receptor agonist, Cytochrome P450 inhibitor, Corticosteroid agonist; glucocorticoid receptor agonist",Corticosteroid agonist
457,Delanzomib; delanzomib,delanzomib delanzomib,0.92331344,0.83802205,92,proteasome inhibitor,Proteasome inhibitor
2916,LY-2603618; Rabusertib,ly 2603618 rabusertib,0.9223703,0.81305873,30,CHK inhibitor,CHK inhibitor
1471,Abexinostat; PCI-24781,abexinostat pci 24781,0.9791202,0.8278991,117,HDAC inhibitor,HDAC inhibitor
5349,"bruceantin; methyl (1R,2S,3R,6R,8S,13S,14R,15R,16S,17S)-3-[(E)-3,4-dimethylpent-2-enoyl]oxy-15,16-dihydroxy-9,13-dimethyl-4,10,11-trioxo-5,18-dioxapentacyclo[12.5.0.01,6.02,17.08,13]nonadecane-17-carboxylate",bruceantin methyl 1r 2s 3r 6r 8s 13s 14r 15r 16s 17s 3 e 3 4 dimethylpent 2 enoyl oxy 15 16 dihydroxy 9 13 dimethyl 4 10 11 trioxo 5 18 dioxapentacyclo 12 5 0 01 6 02 17 08 13 nonadecane 17 carboxylate,0.9364466,0.8796705,82,protein synthesis inhibitor,Protein synthesis inhibitor
3502,Cladribine; cladribine,cladribine cladribine,0.9205965,0.80574924,53,"Adenosine deaminase inhibitor, Ribonucleoside reductase inhibitor; adenosine deaminase inhibitor | ribonucleotide reductase inhibitor",Adenosine deaminase inhibitor
3502,Cladribine; cladribine,cladribine cladribine,0.9205965,0.80574924,53,"Adenosine deaminase inhibitor, Ribonucleoside reductase inhibitor; adenosine deaminase inhibitor | ribonucleotide reductase inhibitor",Ribonucleoside reductase inhibitor
3502,Cladribine; cladribine,cladribine cladribine,0.9205965,0.80574924,53,"Adenosine deaminase inhibitor, Ribonucleoside reductase inhibitor; adenosine deaminase inhibitor | ribonucleotide reductase inhibitor",Ribonucleotide reductase inhibitor
575,TW-37,tw 37,0.92035604,0.8206026,136,BCL inhibitor,BCL inhibitor
1703,Genz-644282; genz-644282,genz 644282 genz 644282,0.91984713,0.84323424,78,Topoisomerase inhibitor; topoisomerase inhibitor,Topoisomerase inhibitor
4246,"N-([1,1'-Biphenyl]-4-ylmethyl)-6-phenyl-3-(pyridin-2-yl)-1,2,4-triazin-5-amine; VU-0418946-1",n 1 1 biphenyl 4 ylmethyl 6 phenyl 3 pyridin 2 yl 1 2 4 triazin 5 amine vu 0418946 1,0.9191047,0.8352764,55,HIF modulator; hypoxia inducible factor activator,HIF modulator
4246,"N-([1,1'-Biphenyl]-4-ylmethyl)-6-phenyl-3-(pyridin-2-yl)-1,2,4-triazin-5-amine; VU-0418946-1",n 1 1 biphenyl 4 ylmethyl 6 phenyl 3 pyridin 2 yl 1 2 4 triazin 5 amine vu 0418946 1,0.9191047,0.8352764,55,HIF modulator; hypoxia inducible factor activator,Hypoxia inducible factor activator
4764,YM-155,ym 155,0.92397904,0.83165944,219,Survivin inhibitor,Survivin inhibitor
2090,KU-0063794; Ku-0063794,ku 0063794 ku 0063794,0.9185589,0.86802703,77,MTOR inhibitor; mTOR inhibitor,mTOR inhibitor
2385,5-(6-((4-Methyl-1-piperazinyl)methyl)-1H-benzimidazol-1-yl)-3-((1R)-1-(2-(trifluoromethyl)phenyl)ethoxy)-2-thiophenecarboxamide; GSK-461364,5 6 4 methyl 1 piperazinyl methyl 1h benzimidazol 1 yl 3 1r 1 2 trifluoromethyl phenyl ethoxy 2 thiophenecarboxamide gsk 461364,0.91812235,0.8013717,227,PLK inhibitor,PLK inhibitor
2026,"(8aR,9R)-5-[[(2R,4aR,6R,7R,8R)-7,8-dihydroxy-2-thiophen-2-yl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl]oxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-isobenzofuro[6,5-f][1,3]benzodioxol-8-one; teniposide",8ar 9r 5 2r 4ar 6r 7r 8r 7 8 dihydroxy 2 thiophen 2 yl 4 4a 6 7 8 8a hexahydropyrano 3 2 d 1 3 dioxin 6 yl oxy 9 4 hydroxy 3 5 dimethoxyphenyl 5a 6 8a 9 tetrahydro 5h isobenzofuro 6 5 f 1 3 benzodioxol 8 one teniposide,0.9181108,0.8738375,47,Topoisomerase inhibitor; topoisomerase inhibitor,Topoisomerase inhibitor
930,"(R)-2,4,6-Trimethyl-deca-2,4-dienoic acid {(1S,5S,6R)-5-hydroxy-5-[(1E,3E,5E)-6-(2-hydroxy-5-oxo-cyclopent-1-enylcarbamoyl)-hexa-1,3,5-trienyl]-2-oxo-7-oxa-bicyclo[4.1.0]hept-3-en-3-yl}-amide; manumycin-a",r 2 4 6 trimethyl deca 2 4 dienoic acid 1s 5s 6r 5 hydroxy 5 1e 3e 5e 6 2 hydroxy 5 oxo cyclopent 1 enylcarbamoyl hexa 1 3 5 trienyl 2 oxo 7 oxa bicyclo 4 1 0 hept 3 en 3 yl amide manumycin a,0.9171814,0.8550231,110,"Farnesyltransferase inhibitor, NFKB pathway inhibitor",Farnesyltransferase inhibitor
930,"(R)-2,4,6-Trimethyl-deca-2,4-dienoic acid {(1S,5S,6R)-5-hydroxy-5-[(1E,3E,5E)-6-(2-hydroxy-5-oxo-cyclopent-1-enylcarbamoyl)-hexa-1,3,5-trienyl]-2-oxo-7-oxa-bicyclo[4.1.0]hept-3-en-3-yl}-amide; manumycin-a",r 2 4 6 trimethyl deca 2 4 dienoic acid 1s 5s 6r 5 hydroxy 5 1e 3e 5e 6 2 hydroxy 5 oxo cyclopent 1 enylcarbamoyl hexa 1 3 5 trienyl 2 oxo 7 oxa bicyclo 4 1 0 hept 3 en 3 yl amide manumycin a,0.9171814,0.8550231,110,"Farnesyltransferase inhibitor, NFKB pathway inhibitor",NFKB pathway inhibitor
1905,Cabazitaxel (Jevtana); cabazitaxel,cabazitaxel jevtana cabazitaxel,0.9158393,0.8797431,53,microtubule inhibitor,Microtubule inhibitor
812,Valrubicin; valrubicin,valrubicin valrubicin,0.9157727,0.89115036,41,"DNA inhibitor | topoisomerase inhibitor; Topoisomerase inhibitor, DNA inhibitor",DNA inhibitor
812,Valrubicin; valrubicin,valrubicin valrubicin,0.9157727,0.89115036,41,"DNA inhibitor | topoisomerase inhibitor; Topoisomerase inhibitor, DNA inhibitor",Topoisomerase inhibitor
1106,"2-[4-[(4-Ethyl-1-piperazinyl)methyl]-3-(trifluoromethyl)anilino]-5,11-dimethyl-6-pyrimido[4,5-b][1,4]benzodiazepinone; JWE-035",2 4 4 ethyl 1 piperazinyl methyl 3 trifluoromethyl anilino 5 11 dimethyl 6 pyrimido 4 5 b 1 4 benzodiazepinone jwe 035,0.915565,0.8350673,49,Aurora kinase inhibitor,Aurora kinase inhibitor
260,"4,15-Diacetoxyscirpen-3-ol; anguidine",4 15 diacetoxyscirpen 3 ol anguidine,0.91499454,0.8746227,58,Protein synthesis inhibitor; apoptosis stimulant | protein synthesis inhibitor,Protein synthesis inhibitor
260,"4,15-Diacetoxyscirpen-3-ol; anguidine",4 15 diacetoxyscirpen 3 ol anguidine,0.91499454,0.8746227,58,Protein synthesis inhibitor; apoptosis stimulant | protein synthesis inhibitor,Apoptosis stimulant
1294,Dolastatin 10; dolastatin-10,dolastatin 10 dolastatin 10,0.91265225,0.83842325,112,tubulin polymerization inhibitor,Tubulin polymerization inhibitor
737,Ingenol Mebutate; ingenol-mebutate,ingenol mebutate ingenol mebutate,0.91240287,0.8748418,67,PKC activator,PKC activator
3547,5-Azacytidine; Azacitidine; Azacytidine,5 azacytidine azacitidine azacytidine,0.8802452,0.85037327,300,DNA methyltransferase inhibitor; inhibitor/antagonist,DNA methyltransferase inhibitor
2547,"(8R,9R,13S,14S,17R)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol; estradiol",8r 9r 13s 14s 17r 13 methyl 6 7 8 9 11 12 14 15 16 17 decahydrocyclopenta a phenanthrene 3 17 diol estradiol,0.9070566,0.83556426,122,Estrogen receptor agonist; estrogen receptor agonist,Estrogen receptor agonist
5354,"N-[(2S)-3-methoxy-1-[[(2S)-3-methoxy-1-[[(2S)-1-(2-methyloxiran-2-yl)-1-oxo-3-phenylpropan-2-yl]amino]-1-oxopropan-2-yl]amino]-1-oxopropan-2-yl]-2-methyl-1,3-thiazole-5-carboxamide; oprozomib",n 2s 3 methoxy 1 2s 3 methoxy 1 2s 1 2 methyloxiran 2 yl 1 oxo 3 phenylpropan 2 yl amino 1 oxopropan 2 yl amino 1 oxopropan 2 yl 2 methyl 1 3 thiazole 5 carboxamide oprozomib,0.9116222,0.82581127,77,proteasome inhibitor,Proteasome inhibitor
2491,"(6S,8S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one; methylprednisolone",6s 8s 10r 11s 13s 14s 17r 11 17 dihydroxy 17 2 hydroxyacetyl 6 10 13 trimethyl 7 8 9 11 12 14 15 16 octahydro 6h cyclopenta a phenanthren 3 one methylprednisolone,0.91151184,0.8195351,37,Glucocorticoid receptor agonist; glucocorticoid receptor agonist,Glucocorticoid receptor agonist
2093,BGT-226; BGT-226 free base,bgt 226 bgt 226 free base,0.9104511,0.84572184,73,PI3K inhibitor,PI3K inhibitor
147,"[(3R,4aR,5S,6S,10S,10aR,10bS)-3-ethenyl-6,10,10b-trihydroxy-3,4a,7,7,10a-pentamethyl-1-oxo-5,6,6a,8,9,10-hexahydro-2H-benzo[f]chromen-5-yl] acetate; colforsin",3r 4ar 5s 6s 10s 10ar 10bs 3 ethenyl 6 10 10b trihydroxy 3 4a 7 7 10a pentamethyl 1 oxo 5 6 6a 8 9 10 hexahydro 2h benzo f chromen 5 yl acetate colforsin,0.9086275,0.8264739,23,Adenylyl cyclase activator; adenylyl cyclase activator,Adenylyl cyclase activator
253,"[2-[(4R,8S,9S,11S,12R,13S,19S)-12,19-Difluoro-11-hydroxy-6,6,9,13-tetramethyl-16-oxo-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-dien-8-yl]-2-oxoethyl] acetate; fluocinolone-acetonide",2 4r 8s 9s 11s 12r 13s 19s 12 19 difluoro 11 hydroxy 6 6 9 13 tetramethyl 16 oxo 5 7 dioxapentacyclo 10 8 0 02 9 04 8 013 18 icosa 14 17 dien 8 yl 2 oxoethyl acetate fluocinolone acetonide,0.9088218,0.86362094,32,"Glucocorticoid receptor agonist, Corticosteroid agonist; glucocorticoid receptor agonist",Glucocorticoid receptor agonist
253,"[2-[(4R,8S,9S,11S,12R,13S,19S)-12,19-Difluoro-11-hydroxy-6,6,9,13-tetramethyl-16-oxo-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-dien-8-yl]-2-oxoethyl] acetate; fluocinolone-acetonide",2 4r 8s 9s 11s 12r 13s 19s 12 19 difluoro 11 hydroxy 6 6 9 13 tetramethyl 16 oxo 5 7 dioxapentacyclo 10 8 0 02 9 04 8 013 18 icosa 14 17 dien 8 yl 2 oxoethyl acetate fluocinolone acetonide,0.9088218,0.86362094,32,"Glucocorticoid receptor agonist, Corticosteroid agonist; glucocorticoid receptor agonist",Corticosteroid agonist
1585,Prochlorperazine; prochlorperazine,prochlorperazine prochlorperazine,0.91062564,0.84042585,35,Dopamine receptor antagonist; dopamine receptor antagonist,Dopamine receptor antagonist
5274,"4-(6,6-dimethyl-4-oxo-3-(trifluoromethyl)-4,5,6,7-tetrahydro-1H-indazol-1-yl)-2-((1r,4r)-4-hydroxycyclohexylamino)benzamide; SNX-2112",4 6 6 dimethyl 4 oxo 3 trifluoromethyl 4 5 6 7 tetrahydro 1h indazol 1 yl 2 1r 4r 4 hydroxycyclohexylamino benzamide snx 2112,0.9083014,0.8424082,123,HSP inhibitor,HSP inhibitor
2483,Brefeldin A; brefeldin-a,brefeldin a brefeldin a,0.9082413,0.8131793,82,protein synthesis inhibitor,Protein synthesis inhibitor
5371,BRD-K61195623; Combretastatin A4,brd k61195623 combretastatin a4,0.90737754,0.8144447,88,tubulin polymerization inhibitor,Tubulin polymerization inhibitor
1322,Vinblastine; vinblastine,vinblastine vinblastine,0.9055919,0.8329443,88,"Microtubule inhibitor, Tubulin inhibitor; microtubule inhibitor | tubulin polymerization inhibitor",Microtubule inhibitor
1322,Vinblastine; vinblastine,vinblastine vinblastine,0.9055919,0.8329443,88,"Microtubule inhibitor, Tubulin inhibitor; microtubule inhibitor | tubulin polymerization inhibitor",Tubulin inhibitor
1322,Vinblastine; vinblastine,vinblastine vinblastine,0.9055919,0.8329443,88,"Microtubule inhibitor, Tubulin inhibitor; microtubule inhibitor | tubulin polymerization inhibitor",Tubulin polymerization inhibitor
762,Fluticasone Propionate; fluticasone-propionate,fluticasone propionate fluticasone propionate,0.90529895,0.8840521,53,Glucocorticoid receptor agonist; glucocorticoid receptor agonist,Glucocorticoid receptor agonist
2430,"5-[(3S,10R,13R,14S,17R)-14-hydroxy-10,13-dimethyl-3-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-1,2,3,6,7,8,9,11,12,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl]pyran-2-one; proscillaridin",5 3s 10r 13r 14s 17r 14 hydroxy 10 13 dimethyl 3 2r 3r 4r 5r 6s 3 4 5 trihydroxy 6 methyloxan 2 yl oxy 1 2 3 6 7 8 9 11 12 15 16 17 dodecahydrocyclopenta a phenanthren 17 yl pyran 2 one proscillaridin,0.9521718,0.8619731,29,ATPase inhibitor,ATPase inhibitor
70,thiostrepton,thiostrepton,0.9049246,0.8237578,40,"FOXM1 inhibitor | foxm1 inhibitor, protein synthesis inhibitor | protein synthesis inhibitor; FOXM1 inhibitor, Protein synthesis inhibitor",FOXM1 inhibitor
70,thiostrepton,thiostrepton,0.9049246,0.8237578,40,"FOXM1 inhibitor | foxm1 inhibitor, protein synthesis inhibitor | protein synthesis inhibitor; FOXM1 inhibitor, Protein synthesis inhibitor",Protein synthesis inhibitor
27,Levonorgestrel; levonorgestrel,levonorgestrel levonorgestrel,0.9057701,0.82411546,27,"Glucocorticoid receptor antagonist, Progesterone receptor antagonist, Progesterone receptor agonist, Estrogen receptor agonist; estrogen receptor agonist | glucocorticoid receptor antagonist | progesterone receptor agonist | progesterone receptor antagonist",Glucocorticoid receptor antagonist
27,Levonorgestrel; levonorgestrel,levonorgestrel levonorgestrel,0.9057701,0.82411546,27,"Glucocorticoid receptor antagonist, Progesterone receptor antagonist, Progesterone receptor agonist, Estrogen receptor agonist; estrogen receptor agonist | glucocorticoid receptor antagonist | progesterone receptor agonist | progesterone receptor antagonist",Progesterone receptor antagonist
27,Levonorgestrel; levonorgestrel,levonorgestrel levonorgestrel,0.9057701,0.82411546,27,"Glucocorticoid receptor antagonist, Progesterone receptor antagonist, Progesterone receptor agonist, Estrogen receptor agonist; estrogen receptor agonist | glucocorticoid receptor antagonist | progesterone receptor agonist | progesterone receptor antagonist",Progesterone receptor agonist
27,Levonorgestrel; levonorgestrel,levonorgestrel levonorgestrel,0.9057701,0.82411546,27,"Glucocorticoid receptor antagonist, Progesterone receptor antagonist, Progesterone receptor agonist, Estrogen receptor agonist; estrogen receptor agonist | glucocorticoid receptor antagonist | progesterone receptor agonist | progesterone receptor antagonist",Estrogen receptor agonist
768,"[(1S,3R,7S,8R,8aS)-8-[2-[(2R,4R)-4-hydroxy-6-oxooxan-2-yl]ethyl]-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] 2,2-dimethylbutanoate; simvastatin",1s 3r 7s 8r 8as 8 2 2r 4r 4 hydroxy 6 oxooxan 2 yl ethyl 3 7 dimethyl 1 2 3 7 8 8a hexahydronaphthalen 1 yl 2 2 dimethylbutanoate simvastatin,0.90168935,0.83783305,67,HMGCR inhibitor,HMGCR inhibitor
4611,cycloheximide,cycloheximide,0.90699303,0.8369358,71,Protein synthesis inhibitor,Protein synthesis inhibitor
942,Parbendazole; parbendazole,parbendazole parbendazole,0.9026363,0.7685053,125,Tubulin inhibitor; tubulin polymerization inhibitor,Tubulin inhibitor
942,Parbendazole; parbendazole,parbendazole parbendazole,0.9026363,0.7685053,125,Tubulin inhibitor; tubulin polymerization inhibitor,Tubulin polymerization inhibitor
3610,Scriptaid; scriptaid,scriptaid scriptaid,0.9024168,0.83108634,48,HDAC inhibitor,HDAC inhibitor
1678,"N,1,4,4-Tetramethyl-8-((4-(4-methylpiperazin-1-yl)phenyl)amino)-4,5-dihydro-1H-pyrazolo(4,3-h)quinazoline-3-carboxamide; PHA-848125",n 1 4 4 tetramethyl 8 4 4 methylpiperazin 1 yl phenyl amino 4 5 dihydro 1h pyrazolo 4 3 h quinazoline 3 carboxamide pha 848125,0.90213525,0.86144197,90,"CDK inhibitor | growth factor receptor inhibitor; Growth factor receptor inhibitor, CDK inhibitor",CDK inhibitor
1678,"N,1,4,4-Tetramethyl-8-((4-(4-methylpiperazin-1-yl)phenyl)amino)-4,5-dihydro-1H-pyrazolo(4,3-h)quinazoline-3-carboxamide; PHA-848125",n 1 4 4 tetramethyl 8 4 4 methylpiperazin 1 yl phenyl amino 4 5 dihydro 1h pyrazolo 4 3 h quinazoline 3 carboxamide pha 848125,0.90213525,0.86144197,90,"CDK inhibitor | growth factor receptor inhibitor; Growth factor receptor inhibitor, CDK inhibitor",Growth factor receptor inhibitor
1914,"(1R,9S,12S,15R,16Z,18R,19R,21R,23S,24E,26E,28E,30S,32S,35R)-12-[(2R)-1-[(1S,3R,4R)-4-dimethylphosphoryloxy-3-methoxycyclohexyl]propan-2-yl]-1,18-dihydroxy-19,30-dimethoxy-15,17,21,23,29,35-hexamethyl-11,36-dioxa-4-azatricyclo[30.3.1.04,9]hexatriaconta-16,24,26,28-tetraene-2,3,10,14,20-pentone; deforolimus",1r 9s 12s 15r 16z 18r 19r 21r 23s 24e 26e 28e 30s 32s 35r 12 2r 1 1s 3r 4r 4 dimethylphosphoryloxy 3 methoxycyclohexyl propan 2 yl 1 18 dihydroxy 19 30 dimethoxy 15 17 21 23 29 35 hexamethyl 11 36 dioxa 4 azatricyclo 30 3 1 04 9 hexatriaconta 16 24 26 28 tetraene 2 3 10 14 20 pentone deforolimus,0.90203506,0.8893547,68,MTOR inhibitor; mTOR inhibitor,mTOR inhibitor
1118,GDC-0349; Gdc-0349,gdc 0349 gdc 0349,0.9001205,0.84585905,40,Pim kinase inhibitor,Pim kinase inhibitor
4440,GDC-0068,gdc 0068,0.89933425,0.86562777,62,Akt inhibitor,Akt inhibitor
2277,"(7R,9S)-7-[(2R,4S,5S,6S)-4-amino-5-hydroxy-6-methyloxan-2-yl]oxy-6,9,11-trihydroxy-9-(2-hydroxyacetyl)-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione; doxorubicin",7r 9s 7 2r 4s 5s 6s 4 amino 5 hydroxy 6 methyloxan 2 yl oxy 6 9 11 trihydroxy 9 2 hydroxyacetyl 4 methoxy 8 10 dihydro 7h tetracene 5 12 dione doxorubicin,0.9721764,0.962845,386,Topoisomerase inhibitor; dna polymerase inhibitor | topoisomerase inhibitor,Topoisomerase inhibitor
2277,"(7R,9S)-7-[(2R,4S,5S,6S)-4-amino-5-hydroxy-6-methyloxan-2-yl]oxy-6,9,11-trihydroxy-9-(2-hydroxyacetyl)-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione; doxorubicin",7r 9s 7 2r 4s 5s 6s 4 amino 5 hydroxy 6 methyloxan 2 yl oxy 6 9 11 trihydroxy 9 2 hydroxyacetyl 4 methoxy 8 10 dihydro 7h tetracene 5 12 dione doxorubicin,0.9721764,0.962845,386,Topoisomerase inhibitor; dna polymerase inhibitor | topoisomerase inhibitor,Dna polymerase inhibitor
1312,Birinapant; birinapant,birinapant birinapant,0.8982473,0.8485246,88,XIAP inhibitor,XIAP inhibitor
109,N-[3-[[2-[[4-(dimethylamino)cyclohexyl]amino]-9-propan-2-yl-6-purinyl]amino]phenyl]-2-propenamide; WZ-3105,n 3 2 4 dimethylamino cyclohexyl amino 9 propan 2 yl 6 purinyl amino phenyl 2 propenamide wz 3105,0.89773357,0.79510224,78,CLK inhibitor,CLK inhibitor
642,"(4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoic acid; Doconexent",4z 7z 10z 13z 16z 19z docosa 4 7 10 13 16 19 hexaenoic acid doconexent,0.8918671,0.75504464,29,PPAR receptor agonist; PPARalpha Agonists,PPAR receptor agonist
642,"(4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoic acid; Doconexent",4z 7z 10z 13z 16z 19z docosa 4 7 10 13 16 19 hexaenoic acid doconexent,0.8918671,0.75504464,29,PPAR receptor agonist; PPARalpha Agonists,PPARalpha Agonists
722,"6,9-difluoro-11-hydroxy-17-(3-hydroxy-2-oxopropyl)-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthrene-17-carbothioic acid S-(fluoromethyl) ester; fluticasone",6 9 difluoro 11 hydroxy 17 3 hydroxy 2 oxopropyl 10 13 16 trimethyl 3 oxo 6 7 8 11 12 14 15 16 octahydrocyclopenta a phenanthrene 17 carbothioic acid s fluoromethyl ester fluticasone,0.9019079,0.8659023,21,Glucocorticoid receptor agonist,Glucocorticoid receptor agonist
3117,fluphenazine; fluphenazine-N-mustard,fluphenazine fluphenazine n mustard,0.8956429,0.8223411,43,Dopamine receptor antagonist; dopamine receptor antagonist,Dopamine receptor antagonist
1724,"(9S,10R,11R,13R)-2,3,10,11,12,13-hexahydro-10-methoxy-9-methyl-11-(methylamino)-9,13-epoxy-1H,9H-diindolo[1,2,3-gh:3',2',1'-lm]pyrrolo[3,4-j][1,7]benzodiazonin-1-one; staurosporine",9s 10r 11r 13r 2 3 10 11 12 13 hexahydro 10 methoxy 9 methyl 11 methylamino 9 13 epoxy 1h 9h diindolo 1 2 3 gh 3 2 1 lm pyrrolo 3 4 j 1 7 benzodiazonin 1 one staurosporine,0.90096915,0.8530458,68,PKC inhibitor,PKC inhibitor
2654,AZD-8330; Azd-8330,azd 8330 azd 8330,0.89220595,0.84472036,83,MEK inhibitor,MEK inhibitor
671,Halcinonide; halcinonide,halcinonide halcinonide,0.8920327,0.8438511,33,Glucocorticoid receptor agonist; glucocorticoid receptor agonist,Glucocorticoid receptor agonist
3096,JNJ-26481585; Quisinostat,jnj 26481585 quisinostat,0.91556025,0.8254409,165,HDAC inhibitor,HDAC inhibitor
1921,Mycophenolate Mofetil; mycophenolate-mofetil,mycophenolate mofetil mycophenolate mofetil,0.889985,0.8532382,81,"Dehydrogenase inhibitor, IMPDH inhibitor, IMPase inhibitor, Hydroxycarboxylic acid receptor agonist, Immunosuppressant; dehydrogenase inhibitor | inositol monophosphatase inhibitor",Dehydrogenase inhibitor
1921,Mycophenolate Mofetil; mycophenolate-mofetil,mycophenolate mofetil mycophenolate mofetil,0.889985,0.8532382,81,"Dehydrogenase inhibitor, IMPDH inhibitor, IMPase inhibitor, Hydroxycarboxylic acid receptor agonist, Immunosuppressant; dehydrogenase inhibitor | inositol monophosphatase inhibitor",IMPDH inhibitor
1921,Mycophenolate Mofetil; mycophenolate-mofetil,mycophenolate mofetil mycophenolate mofetil,0.889985,0.8532382,81,"Dehydrogenase inhibitor, IMPDH inhibitor, IMPase inhibitor, Hydroxycarboxylic acid receptor agonist, Immunosuppressant; dehydrogenase inhibitor | inositol monophosphatase inhibitor",IMPase inhibitor
1921,Mycophenolate Mofetil; mycophenolate-mofetil,mycophenolate mofetil mycophenolate mofetil,0.889985,0.8532382,81,"Dehydrogenase inhibitor, IMPDH inhibitor, IMPase inhibitor, Hydroxycarboxylic acid receptor agonist, Immunosuppressant; dehydrogenase inhibitor | inositol monophosphatase inhibitor",Hydroxycarboxylic acid receptor agonist
