pubchem_cid_clean,name,pubchem_cid,UMAP1,UMAP2,representation,name_clean,moa_clean,moa_category
25154868,pf-750,25154868.0,7.763697,10.696861,Morgan + MACCS + CACTVS + descriptors,pf-750,FAAH inhibitor,Other MoA
25161177,mln2480,25161177.0,7.697635,10.583108,Morgan + MACCS + CACTVS + descriptors,mln2480,RAF inhibitor,Other MoA
25166913,glasdegib,25166913.0,7.3393164,10.894296,Morgan + MACCS + CACTVS + descriptors,glasdegib,hedgehog pathway inhibitor,Other MoA
25167017,litronesib,25167017.0,8.233663,8.484717,Morgan + MACCS + CACTVS + descriptors,litronesib,kinesin-like spindle protein inhibitor,Other MoA
25167777,gsk2126458,25167777.0,9.118297,9.600461,Morgan + MACCS + CACTVS + descriptors,gsk2126458,mTOR inhibitor|PI3K inhibitor,Other MoA
25168304,drf053-(r),25168304.0,6.86017,11.013508,Morgan + MACCS + CACTVS + descriptors,drf053-(r),CDK inhibitor,Other MoA
25169033,retaspimycin,25169033.0,8.633475,6.8202972,Morgan + MACCS + CACTVS + descriptors,retaspimycin,HSP inhibitor,Other MoA
25171648,emd-1214063,25171648.0,7.3521476,11.136623,Morgan + MACCS + CACTVS + descriptors,emd-1214063,hepatocyte growth factor receptor inhibitor,Other MoA
25175634,epptb,25175634.0,9.042648,7.340825,Morgan + MACCS + CACTVS + descriptors,epptb,trace amine associated receptor antagonist,Other MoA
25181195,pi-828,25181195.0,9.032397,7.2307816,Morgan + MACCS + CACTVS + descriptors,pi-828,PI3K inhibitor,Other MoA
25181472,glesatinib,25181472.0,9.716405,9.723906,Morgan + MACCS + CACTVS + descriptors,glesatinib,tyrosine kinase inhibitor,Other MoA
25181577,telotristat-ethyl,25181577.0,10.126264,9.894713,Morgan + MACCS + CACTVS + descriptors,telotristat-ethyl,tryptophan hydroxylase inhibitor,Other MoA
25182616,gsk1838705a,25182616.0,10.151037,10.039178,Morgan + MACCS + CACTVS + descriptors,gsk1838705a,insulin growth factor receptor inhibitor,Other MoA
25183872,ixazomib,25183872.0,7.0939016,7.5152717,Morgan + MACCS + CACTVS + descriptors,ixazomib,proteasome inhibitor,Other MoA
25187973,farnesyl-thiosalicylic-acid-amide,25187973.0,7.0547934,7.690204,Morgan + MACCS + CACTVS + descriptors,farnesyl-thiosalicylic-acid-amide,Ras GTPase inhibitor,Other MoA
2519,caffeine,2519.0,5.7008815,11.398585,Morgan + MACCS + CACTVS + descriptors,caffeine,adenosine receptor antagonist|phosphodiesterase inhibitor,Other MoA
25191609,dextrorotation-nimorazole-phosphate-ester,25191609.0,5.2458863,11.058862,Morgan + MACCS + CACTVS + descriptors,dextrorotation-nimorazole-phosphate-ester,antiinfective drug,Other MoA
25195294,ldn193189,25195294.0,6.7988715,10.772481,Morgan + MACCS + CACTVS + descriptors,ldn193189,bone morphogenic protein inhibitor,Other MoA
25195348,ver-155008,25195348.0,6.515289,11.509953,Morgan + MACCS + CACTVS + descriptors,ver-155008,HSP inhibitor,Other MoA
25195352,mps1-in-1,25195352.0,9.51272,9.573255,Morgan + MACCS + CACTVS + descriptors,mps1-in-1,monopolar spindle 1 kinase inhibitor,Other MoA
25195461,jnj-40411813,25195461.0,7.025329,8.012499,Morgan + MACCS + CACTVS + descriptors,jnj-40411813,glutamate receptor positive allosteric modulator,Other MoA
25195495,sb-649868,25195495.0,9.325458,9.727624,Morgan + MACCS + CACTVS + descriptors,sb-649868,orexin receptor antagonist,Other MoA
25195624,bexagliflozin,25195624.0,8.8211,5.1116714,Morgan + MACCS + CACTVS + descriptors,bexagliflozin,solute carrier family member inhibitor,Other MoA
25198728,tc-f-2,25198728.0,9.943933,9.916886,Morgan + MACCS + CACTVS + descriptors,tc-f-2,FAAH inhibitor,Other MoA
2520,verapamil,2520.0,9.166495,6.6043444,Morgan + MACCS + CACTVS + descriptors,verapamil,calcium channel blocker,Other MoA
25210792,asp-9521,25210792.0,9.333004,10.2718115,Morgan + MACCS + CACTVS + descriptors,asp-9521,aldo-keto reductase inhibitor,Other MoA
25212148,sitravatinib,25212148.0,9.756603,9.8568125,Morgan + MACCS + CACTVS + descriptors,sitravatinib,receptor tyrosine protein kinase inhibitor,Other MoA
25218684,zilpaterol,25218684.0,7.2572083,8.305108,Morgan + MACCS + CACTVS + descriptors,zilpaterol,adrenergic receptor agonist,adrenergic receptor agonist
25221720,emixustat,25221720.0,8.761018,6.2443867,Morgan + MACCS + CACTVS + descriptors,emixustat,retinoid isomerohydrolase inhibitor,Other MoA
25227436,azd5363,25227436.0,7.3113475,10.972443,Morgan + MACCS + CACTVS + descriptors,azd5363,AKT inhibitor,Other MoA
25227462,pf-03758309,25227462.0,7.4035287,10.620363,Morgan + MACCS + CACTVS + descriptors,pf-03758309,p21 activated kinase inhibitor,Other MoA
25227469,wye-125132,25227469.0,7.001788,11.039203,Morgan + MACCS + CACTVS + descriptors,wye-125132,mTOR inhibitor,Other MoA
25229450,wye-687,25229450.0,7.0169554,10.991065,Morgan + MACCS + CACTVS + descriptors,wye-687,mTOR inhibitor,Other MoA
25229526,way-600,25229526.0,6.9088187,10.957725,Morgan + MACCS + CACTVS + descriptors,way-600,mTOR inhibitor,Other MoA
25229608,etp-45658,25229608.0,10.046151,9.786476,Morgan + MACCS + CACTVS + descriptors,etp-45658,PI3K inhibitor,Other MoA
25229652,j147,25229652.0,8.750917,7.3597465,Morgan + MACCS + CACTVS + descriptors,j147,BDNF inducer,Other MoA
25234917,gdc-0834,25234917.0,7.517674,8.818043,Morgan + MACCS + CACTVS + descriptors,gdc-0834,Bruton's tyrosine kinase (BTK) inhibitor,Other MoA
25246407,glutathione,25246407.0,1.3497038,8.360957,Morgan + MACCS + CACTVS + descriptors,glutathione,antioxidant,Other MoA
25253556,az-12080282,25253556.0,9.928988,10.023856,Morgan + MACCS + CACTVS + descriptors,az-12080282,hedgehog pathway inhibitor,Other MoA
25254071,gdc-0980,25254071.0,7.4590096,10.744338,Morgan + MACCS + CACTVS + descriptors,gdc-0980,mTOR inhibitor|PI3K inhibitor,Other MoA
25257557,cx-5461,25257557.0,7.6464415,10.692671,Morgan + MACCS + CACTVS + descriptors,cx-5461,RNA polymerase inhibitor,Other MoA
2526,beta-glycerophosphoric-acid,2526.0,0.28605658,8.921146,Morgan + MACCS + CACTVS + descriptors,beta-glycerophosphoric-acid,,Unknown
25262792,azd2014,25262792.0,7.4747996,11.254514,Morgan + MACCS + CACTVS + descriptors,azd2014,mTOR inhibitor,Other MoA
25262965,azd8055,25262965.0,10.475207,10.246582,Morgan + MACCS + CACTVS + descriptors,azd8055,mTOR inhibitor,Other MoA
25265312,pf-8380,25265312.0,9.141958,7.436961,Morgan + MACCS + CACTVS + descriptors,pf-8380,autotaxin inhibitor,Other MoA
252682,stat3-inhibitor-vi,252682.0,8.86225,8.136469,Morgan + MACCS + CACTVS + descriptors,stat3-inhibitor-vi,STAT inhibitor,Other MoA
25271624,adrafinil,25271624.0,7.9050283,8.150295,Morgan + MACCS + CACTVS + descriptors,adrafinil,adrenergic receptor agonist,adrenergic receptor agonist
25271661,ethylnorepinephrine,25271661.0,8.016017,6.37671,Morgan + MACCS + CACTVS + descriptors,ethylnorepinephrine,bronchodilator,Other MoA
25271693,metaproterenol,25271693.0,8.07574,6.4550605,Morgan + MACCS + CACTVS + descriptors,metaproterenol,adrenergic receptor agonist,adrenergic receptor agonist
25271694,metaxalone,25271694.0,8.885601,6.3520575,Morgan + MACCS + CACTVS + descriptors,metaxalone,muscle relaxant,Other MoA
25271722,pronethalol,25271722.0,8.046545,6.4680176,Morgan + MACCS + CACTVS + descriptors,pronethalol,adrenergic receptor antagonist,adrenergic receptor antagonist
25271730,stiripentol,25271730.0,8.493591,5.579625,Morgan + MACCS + CACTVS + descriptors,stiripentol,GABA uptake inhibitor,Other MoA
25271747,vedaprofen,25271747.0,7.0961943,6.148407,Morgan + MACCS + CACTVS + descriptors,vedaprofen,anti-inflammatory agent,Other MoA
25271754,meptazinol,25271754.0,8.19369,6.7468743,Morgan + MACCS + CACTVS + descriptors,meptazinol,opioid receptor agonist,Other MoA
25271863,azasetron,25271863.0,9.150315,7.440513,Morgan + MACCS + CACTVS + descriptors,azasetron,serotonin receptor antagonist,serotonin receptor antagonist
25271872,telmesteine,25271872.0,1.592124,8.576585,Morgan + MACCS + CACTVS + descriptors,telmesteine,mucolytic agent,Other MoA
25271978,methsuximide,25271978.0,6.9879436,7.7822356,Morgan + MACCS + CACTVS + descriptors,methsuximide,T-type calcium channel blocker,Other MoA
25273583,ampiroxicam,25273583.0,8.7159815,9.58559,Morgan + MACCS + CACTVS + descriptors,ampiroxicam,cyclooxygenase inhibitor,cyclooxygenase inhibitor
25273599,talniflumate,25273599.0,8.689791,10.884005,Morgan + MACCS + CACTVS + descriptors,talniflumate,cyclooxygenase inhibitor,cyclooxygenase inhibitor
25273605,sulfinpyrazone,25273605.0,7.176106,8.672926,Morgan + MACCS + CACTVS + descriptors,sulfinpyrazone,uricosuric blocker,Other MoA
25273609,bepotastine,25273609.0,8.77866,10.75871,Morgan + MACCS + CACTVS + descriptors,bepotastine,histamine receptor antagonist,histamine receptor antagonist
25273617,sertaconazole,25273617.0,7.3894134,9.80291,Morgan + MACCS + CACTVS + descriptors,sertaconazole,sterol demethylase inhibitor,Other MoA
25273624,diclazuril,25273624.0,7.0946255,8.606527,Morgan + MACCS + CACTVS + descriptors,diclazuril,antiprotozoal agent,Other MoA
25273632,isoconazole,25273632.0,7.4387093,9.783636,Morgan + MACCS + CACTVS + descriptors,isoconazole,fungal lanosterol demethylase inhibitor,Other MoA
25273635,pagoclone,25273635.0,7.5343394,10.915413,Morgan + MACCS + CACTVS + descriptors,pagoclone,GABA receptor agonist,Other MoA
2528,metrizoic-acid,2528.0,7.7700315,7.688567,Morgan + MACCS + CACTVS + descriptors,metrizoic-acid,radiopaque medium,Other MoA
25295,chloropyramine,25295.0,7.1624637,10.307731,Morgan + MACCS + CACTVS + descriptors,chloropyramine,histamine receptor antagonist,histamine receptor antagonist
253078,gant-58,253078.0,7.346993,10.151187,Morgan + MACCS + CACTVS + descriptors,gant-58,GLI antagonist,Other MoA
25323018,alizapride,25323018.0,9.4738455,9.620822,Morgan + MACCS + CACTVS + descriptors,alizapride,dopamine receptor antagonist,dopamine receptor antagonist
25331887,cim-0216,25331887.0,7.910319,9.023769,Morgan + MACCS + CACTVS + descriptors,cim-0216,transient receptor potential channel agonist,Other MoA
2536,camostat-mesilate,2536.0,8.653534,6.9916387,Morgan + MACCS + CACTVS + descriptors,camostat-mesilate,protease inhibitor,Other MoA
253602,anisomycin,253602.0,8.783476,6.3142495,Morgan + MACCS + CACTVS + descriptors,anisomycin,DNA synthesis inhibitor,Other MoA
2541,candesartan,2541.0,7.8876405,11.275505,Morgan + MACCS + CACTVS + descriptors,candesartan,angiotensin receptor antagonist,Other MoA
25419,clodronic-acid,25419.0,0.42135954,9.094503,Morgan + MACCS + CACTVS + descriptors,clodronic-acid,bone resorption inhibitor,Other MoA
25429,carbendazim,25429.0,7.583937,10.58914,Morgan + MACCS + CACTVS + descriptors,carbendazim,microtubule inhibitor|tubulin polymerization inhibitor,Other MoA
25431,suritozole,25431.0,6.9303117,8.68303,Morgan + MACCS + CACTVS + descriptors,suritozole,GABA receptor inverse agonist,Other MoA
25474,rose-bengal,25474.0,8.4374485,5.051874,Morgan + MACCS + CACTVS + descriptors,rose-bengal,contrast agent|immunostimulant,Other MoA
2548547,jnj-63533054,2548547.0,7.086025,7.5579624,Morgan + MACCS + CACTVS + descriptors,jnj-63533054,G protein-coupled receptor agonist,Other MoA
2551,carbachol,2551.0,1.2458282,9.7014475,Morgan + MACCS + CACTVS + descriptors,carbachol,cholinergic receptor agonist,Other MoA
2554,carbamazepine,2554.0,6.9503617,8.495701,Morgan + MACCS + CACTVS + descriptors,carbamazepine,carboxamide antiepileptic,Other MoA
25588,calcium-gluceptate,25588.0,0.030117806,8.785996,Morgan + MACCS + CACTVS + descriptors,calcium-gluceptate,,Unknown
2562,carbetapentane,2562.0,7.222754,6.795789,Morgan + MACCS + CACTVS + descriptors,carbetapentane,acetylcholine receptor antagonist,acetylcholine receptor antagonist
25727983,g-15,25727983.0,9.016636,6.874778,Morgan + MACCS + CACTVS + descriptors,g-15,estrogen receptor antagonist,Other MoA
25734913,climbazole,25734913.0,9.726855,9.721146,Morgan + MACCS + CACTVS + descriptors,climbazole,enzyme inducer,Other MoA
25749233,20-hydroxyecdysone,25749233.0,0.21812291,6.476545,Morgan + MACCS + CACTVS + descriptors,20-hydroxyecdysone,ecdysone receptor modulator,Other MoA
25767227,k-247,25767227.0,7.781255,7.593284,Morgan + MACCS + CACTVS + descriptors,k-247,,Unknown
2577,carmofur,2577.0,1.5666124,9.133179,Morgan + MACCS + CACTVS + descriptors,carmofur,thymidylate synthase inhibitor,Other MoA
25775509,captan,25775509.0,1.3878824,9.043676,Morgan + MACCS + CACTVS + descriptors,captan,,Unknown
25790581,amorolfine,25790581.0,7.0292144,7.2800326,Morgan + MACCS + CACTVS + descriptors,amorolfine,membrane integrity inhibitor,Other MoA
25790885,kakonein,25790885.0,8.922531,4.800296,Morgan + MACCS + CACTVS + descriptors,kakonein,GABA receptor antagonist|serotonin receptor antagonist,Other MoA
25799,captamine,25799.0,0.9157966,9.300499,Morgan + MACCS + CACTVS + descriptors,captamine,,Unknown
259329,estramustine-phosphate,259329.0,7.9509025,4.601086,Morgan + MACCS + CACTVS + descriptors,estramustine-phosphate,DNA synthesis inhibitor|microtubule inhibitor,Other MoA
259776,cinobufotalin,259776.0,0.5322409,7.195202,Morgan + MACCS + CACTVS + descriptors,cinobufotalin,anticancer agent,Other MoA
259994,propylene-glycol,259994.0,0.27739024,8.799378,Morgan + MACCS + CACTVS + descriptors,propylene-glycol,,Unknown
260439,cyclovirobuxin-d,260439.0,0.080003746,7.31163,Morgan + MACCS + CACTVS + descriptors,cyclovirobuxin-d,calcium channel modulator,Other MoA
26070,tranylcypromine,26070.0,6.4701405,7.4327087,Morgan + MACCS + CACTVS + descriptors,tranylcypromine,monoamine oxidase inhibitor,Other MoA
261004,arsenic-trioxide,261004.0,0.42601827,9.0525675,Morgan + MACCS + CACTVS + descriptors,arsenic-trioxide,apoptosis stimulant,Other MoA
26133,hydrocortisone-butyrate,26133.0,0.2632776,6.186828,Morgan + MACCS + CACTVS + descriptors,hydrocortisone-butyrate,glucocorticoid receptor agonist,Other MoA
262093,nsc-95397,262093.0,6.9589534,6.3074265,Morgan + MACCS + CACTVS + descriptors,nsc-95397,CDC inhibitor,Other MoA
26248,diacerein,26248.0,8.386743,5.1286488,Morgan + MACCS + CACTVS + descriptors,diacerein,interleukin inhibitor,Other MoA
264,sodium-butyrate,264.0,0.27801427,8.568287,Morgan + MACCS + CACTVS + descriptors,sodium-butyrate,HDAC inhibitor,Other MoA
26436,felbinac-ethyl,26436.0,7.143708,6.297687,Morgan + MACCS + CACTVS + descriptors,felbinac-ethyl,cyclooxygenase inhibitor,cyclooxygenase inhibitor
26596,parbendazole,26596.0,7.591894,10.650939,Morgan + MACCS + CACTVS + descriptors,parbendazole,tubulin polymerization inhibitor,Other MoA
26618,xipamide,26618.0,8.703168,8.105588,Morgan + MACCS + CACTVS + descriptors,xipamide,carbonic anhydrase inhibitor,Other MoA
2662,celecoxib,2662.0,8.1903,9.472924,Morgan + MACCS + CACTVS + descriptors,celecoxib,cyclooxygenase inhibitor,cyclooxygenase inhibitor
26757,selegiline,26757.0,6.470637,7.5836434,Morgan + MACCS + CACTVS + descriptors,selegiline,monoamine oxidase inhibitor,Other MoA
2681,cetrimonium,2681.0,1.2242225,9.70522,Morgan + MACCS + CACTVS + descriptors,cetrimonium,,Unknown
2682,1-hexadecanol,2682.0,0.4948018,8.487837,Morgan + MACCS + CACTVS + descriptors,1-hexadecanol,,Unknown
2683,cetylpyridinium,2683.0,6.3565087,8.631767,Morgan + MACCS + CACTVS + descriptors,cetylpyridinium,,Unknown
26879,tetramisole,26879.0,6.40983,7.8836694,Morgan + MACCS + CACTVS + descriptors,tetramisole,immunostimulant,Other MoA
26890,p-dimethylinamyl-benzoate,26890.0,8.141372,7.297234,Morgan + MACCS + CACTVS + descriptors,p-dimethylinamyl-benzoate,,Unknown
2690,cgs-15943,2690.0,9.944422,9.674082,Morgan + MACCS + CACTVS + descriptors,cgs-15943,adenosine receptor antagonist,Other MoA
26903,dipt,26903.0,7.7220306,10.226603,Morgan + MACCS + CACTVS + descriptors,dipt,dopamine reuptake inhibitor|serotonin reuptake inhibitor,Other MoA
26934,"1s,2r-phenylpropanolamine",26934.0,7.9716077,6.459314,Morgan + MACCS + CACTVS + descriptors,"1s,2r-phenylpropanolamine",adrenergic receptor agonist,adrenergic receptor agonist
26987,clemastine,26987.0,7.6338067,6.903745,Morgan + MACCS + CACTVS + descriptors,clemastine,histamine receptor antagonist,histamine receptor antagonist
2708,chlorambucil,2708.0,7.676665,7.5920486,Morgan + MACCS + CACTVS + descriptors,chlorambucil,DNA inhibitor,Other MoA
27125,estetrol,27125.0,7.9324465,4.5686154,Morgan + MACCS + CACTVS + descriptors,estetrol,selective estrogen receptor modulator (SERM),Other MoA
2720,chlorothiazide,2720.0,8.328714,8.810609,Morgan + MACCS + CACTVS + descriptors,chlorothiazide,diuretic,Other MoA
27200,thiamphenicol,27200.0,8.144413,8.308383,Morgan + MACCS + CACTVS + descriptors,thiamphenicol,bacterial 50S ribosomal subunit inhibitor,Other MoA
2722,chloroxine,2722.0,9.284511,10.920399,Morgan + MACCS + CACTVS + descriptors,chloroxine,opioid receptor antagonist,Other MoA
2723,chloroxylenol,2723.0,7.780658,5.6260877,Morgan + MACCS + CACTVS + descriptors,chloroxylenol,ATP synthase inhibitor,Other MoA
2723601,thioguanine,2723601.0,5.6953707,11.135924,Morgan + MACCS + CACTVS + descriptors,thioguanine,purine antagonist,Other MoA
2724354,dimercaptosuccinic-acid,2724354.0,0.24713013,8.663889,Morgan + MACCS + CACTVS + descriptors,dimercaptosuccinic-acid,chelating agent,Other MoA
2724387,tioguanine,2724387.0,6.036148,11.757061,Morgan + MACCS + CACTVS + descriptors,tioguanine,purine antagonist,Other MoA
2726,chlorpromazine,2726.0,6.4000044,8.237246,Morgan + MACCS + CACTVS + descriptors,chlorpromazine,dopamine receptor antagonist,dopamine receptor antagonist
2727,chlorpropamide,2727.0,8.212591,8.4676485,Morgan + MACCS + CACTVS + descriptors,chlorpropamide,ATP channel blocker,Other MoA
2728,chlorpropham,2728.0,6.945462,8.616231,Morgan + MACCS + CACTVS + descriptors,chlorpropham,antiviral,Other MoA
2729042,tcid,2729042.0,6.8812737,6.416079,Morgan + MACCS + CACTVS + descriptors,tcid,,Unknown
2730,chlorpyrifos,2730.0,9.114596,10.9764595,Morgan + MACCS + CACTVS + descriptors,chlorpyrifos,acetylcholinesterase inhibitor,Other MoA
2732040,s-07662,2732040.0,8.676164,6.3776636,Morgan + MACCS + CACTVS + descriptors,s-07662,CAR antagonist,Other MoA
2733,chlorzoxazone,2733.0,8.551326,7.5356874,Morgan + MACCS + CACTVS + descriptors,chlorzoxazone,bacterial 30S ribosomal subunit inhibitor,Other MoA
2733079,ccg-50014,2733079.0,7.150773,8.622623,Morgan + MACCS + CACTVS + descriptors,ccg-50014,G protein signaling inhibitor,Other MoA
2733484,capsazepine,2733484.0,8.230872,6.5745883,Morgan + MACCS + CACTVS + descriptors,capsazepine,TRPV agonist,Other MoA
2733487,fumonisin-b1,2733487.0,0.91335475,8.096721,Morgan + MACCS + CACTVS + descriptors,fumonisin-b1,,Unknown
2733506,l-nil,2733506.0,1.151558,8.546336,Morgan + MACCS + CACTVS + descriptors,l-nil,nitric oxide synthase inhibitor,Other MoA
2733526,tamoxifen,2733526.0,8.455743,6.595956,Morgan + MACCS + CACTVS + descriptors,tamoxifen,estrogen receptor antagonist|selective estrogen receptor modulator (SERM),Other MoA
2734086,a0001,2734086.0,0.3844836,7.88747,Morgan + MACCS + CACTVS + descriptors,a0001,,Unknown
2735313,a-7,2735313.0,8.201531,8.468613,Morgan + MACCS + CACTVS + descriptors,a-7,calmodulin antagonist,Other MoA
2736690,ibc-293,2736690.0,8.806728,10.510376,Morgan + MACCS + CACTVS + descriptors,ibc-293,hydroxycarboxylic acid receptor agonist,Other MoA
27400,pizotifen,27400.0,6.491455,7.8748255,Morgan + MACCS + CACTVS + descriptors,pizotifen,serotonin receptor antagonist,serotonin receptor antagonist
2741,chromocarb,2741.0,8.3670845,5.246506,Morgan + MACCS + CACTVS + descriptors,chromocarb,antispasmodic,Other MoA
27423,trimethylolpropane-triacrylate,27423.0,0.4802877,8.585502,Morgan + MACCS + CACTVS + descriptors,trimethylolpropane-triacrylate,,Unknown
2742550,hc-067047,2742550.0,8.227704,10.648795,Morgan + MACCS + CACTVS + descriptors,hc-067047,transient receptor potential channel antagonist,Other MoA
