source,signature_id,signature_compound_query,signature_brd_primary,signature_compound_query_norm
L1000,L1000::nilotinib::A549::::6H::10uM::LKCP001::G01::BRD-K81528515,nilotinib,brd-k81528515,nilotinib
L1000,L1000::phenylbutyrate::A549::::6H::10uM::LKCP001::A10::BRD-K67102207,phenylbutyrate,brd-k67102207,phenylbutyrate
L1000,L1000::tacedinaline::A549::::6H::10uM::LKCP001::A22::BRD-K52313696,tacedinaline,brd-k52313696,tacedinaline
L1000,L1000::foretinib::A549::::6H::10uM::LKCP001::C07::BRD-K03449891,foretinib,brd-k03449891,foretinib
L1000,L1000::imatinib::A549::::6H::10uM::LKCP001::D10::BRD-K92723993,imatinib,brd-k92723993,imatinib
L1000,L1000::filgotinib::A549::::6H::10uM::LKCP001::P01::BRD-K16803204,filgotinib,brd-k16803204,filgotinib
L1000,L1000::vemurafenib::A549::::6H::10uM::LKCP001::I16::BRD-K56343971,vemurafenib,brd-k56343971,vemurafenib
L1000,L1000::PD-184352::A549::::6H::10uM::LKCP001::O10::BRD-K05104363,PD-184352,brd-k05104363,pd-184352
L1000,L1000::clofarabine::A549::::6H::10uM::LKCP001::M07::BRD-K34022604,clofarabine,brd-k34022604,clofarabine
L1000,L1000::raloxifene::A549::::6H::0.12uM::LKCP001::A06::BRD-K63828191,raloxifene,brd-k63828191,raloxifene
L1000,L1000::selumetinib::A549::::6H::10uM::LKCP001::J10::BRD-K57080016,selumetinib,brd-k57080016,selumetinib
L1000,L1000::dabrafenib::A549::::6H::10uM::LKCP001::D13::BRD-K09951645,dabrafenib,brd-k09951645,dabrafenib
L1000,L1000::alvocidib::A549::::6H::0.12uM::LKCP001::F03::BRD-K87909389,alvocidib,brd-k87909389,alvocidib
L1000,L1000::CID-5458317::MCF10A.KRAS.HG::::24H::10uM::LCP001::J13::BRD-A08840375,CID-5458317,brd-a08840375,cid-5458317
L1000,L1000::GDC-0941::MCF10A.KRAS.HG::::24H::1.11uM::LCP001::N03::BRD-K52911425,GDC-0941,brd-k52911425,gdc-0941
L1000,L1000::PFI-1::MCF10A.KRAS.HG::::24H::3.33uM::LCP001::K23::BRD-K13094524,PFI-1,brd-k13094524,pfi-1
L1000,L1000::panobinostat::MCF10A.KRAS.HG::::24H::3.33uM::LCP001::J23::BRD-K02130563,panobinostat,brd-k02130563,panobinostat
L1000,L1000::NVP-ADW742::MCF10A.KRAS.HG::::24H::10uM::LCP001::H01::BRD-K15179513,NVP-ADW742,brd-k15179513,nvp-adw742
L1000,L1000::BAY-87-2243::MCF10A.KRAS.HG::::24H::3.33uM::LCP001::N08::BRD-K70463136,BAY-87-2243,brd-k70463136,bay-87-2243
L1000,L1000::bromosporine::MCF10A.KRAS.HG::::24H::1.11uM::LCP001::D06::BRD-K44665581,bromosporine,brd-k44665581,bromosporine
L1000,L1000::GNE-477::MCF10A.KRAS.HG::::24H::1.11uM::LCP001::J21::BRD-K12609995,GNE-477,brd-k12609995,gne-477
L1000,L1000::CYT-387::MCF10A.KRAS.HG::::24H::10uM::LCP001::G04::BRD-K87737963,CYT-387,brd-k87737963,cyt-387
L1000,L1000::nilotinib::MCF10A.KRAS.HG::::24H::10uM::LCP001::L04::BRD-K81528515,nilotinib,brd-k81528515,nilotinib
L1000,L1000::ponatinib::MCF10A.KRAS.HG::::24H::10uM::LCP001::M04::BRD-K44227013,ponatinib,brd-k44227013,ponatinib
L1000,L1000::I-BET-762::MCF10A.KRAS.HG::::24H::1.11uM::LCP001::L24::BRD-K08109215,I-BET-762,brd-k08109215,i-bet-762
L1000,L1000::panobinostat::MCF10A.KRAS.HG::::24H::10uM::LCP001::J22::BRD-K02130563,panobinostat,brd-k02130563,panobinostat
L1000,L1000::palbociclib::MCF10A.KRAS.HG::::24H::3.33uM::LCP001::B20::BRD-K51313569,palbociclib,brd-k51313569,palbociclib
L1000,L1000::dasatinib::MCF10A.KRAS.HG::::24H::3.33uM::LCP001::J02::BRD-K49328571,dasatinib,brd-k49328571,dasatinib
L1000,L1000::GNE-477::MCF10A.KRAS.HG::::24H::10uM::LCP001::J19::BRD-K12609995,GNE-477,brd-k12609995,gne-477
L1000,L1000::KU-55933::MCF10A.KRAS.HG::::24H::10uM::LCP001::K01::BRD-K25311561,KU-55933,brd-k25311561,ku-55933
L1000,L1000::trametinib::MCF10A.KRAS.HG::::24H::3.33uM::LCP001::D17::BRD-K12343256,trametinib,brd-k12343256,trametinib
L1000,L1000::GDC-0941::MCF10A.KRAS.HG::::24H::3.33uM::LCP001::N02::BRD-K52911425,GDC-0941,brd-k52911425,gdc-0941
L1000,L1000::bromosporine::MCF10A.KRAS.HG::::24H::3.33uM::LCP001::D05::BRD-K44665581,bromosporine,brd-k44665581,bromosporine
L1000,L1000::dasatinib::MCF10A.KRAS.HG::::24H::1.11uM::LCP001::J03::BRD-K49328571,dasatinib,brd-k49328571,dasatinib
L1000,L1000::dasatinib::MCF10A.KRAS.HG::::24H::10uM::LCP001::J01::BRD-K49328571,dasatinib,brd-k49328571,dasatinib
L1000,L1000::PD-184352::MCF10A.KRAS.HG::::24H::3.33uM::LCP001::I02::BRD-K05104363,PD-184352,brd-k05104363,pd-184352
L1000,L1000::vorinostat::MCF10A.KRAS.HG::::24H::10uM::LCP001::N22::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::I-BET-762::MCF10A.KRAS.HG::::24H::3.33uM::LCP001::L23::BRD-K08109215,I-BET-762,brd-k08109215,i-bet-762
L1000,L1000::filgotinib::MCF10A.KRAS.HG::::24H::10uM::LCP001::B07::BRD-K16803204,filgotinib,brd-k16803204,filgotinib
L1000,L1000::bosutinib::MCF10A.KRAS.HG::::24H::10uM::LCP001::B13::BRD-K99964838,bosutinib,brd-k99964838,bosutinib
L1000,L1000::LY-2835219::MCF10A.KRAS.HG::::24H::3.33uM::LCP001::F23::BRD-K33622447,LY-2835219,brd-k33622447,ly-2835219
L1000,L1000::SB-415286::MCF10A.KRAS.HG::::24H::10uM::LCP001::L16::BRD-K76805682,SB-415286,brd-k76805682,sb-415286
L1000,L1000::panobinostat::MCF10A.KRAS.HG::::24H::1.11uM::LCP001::J24::BRD-K02130563,panobinostat,brd-k02130563,panobinostat
L1000,L1000::BAY-87-2243::MCF10A.KRAS.HG::::24H::10uM::LCP001::N07::BRD-K70463136,BAY-87-2243,brd-k70463136,bay-87-2243
L1000,L1000::BAY-87-2243::MCF10A.KRAS.HG::::24H::1.11uM::LCP001::N09::BRD-K70463136,BAY-87-2243,brd-k70463136,bay-87-2243
L1000,L1000::PFI-1::MCF10A.KRAS.HG::::24H::10uM::LCP001::K22::BRD-K13094524,PFI-1,brd-k13094524,pfi-1
L1000,L1000::NVP-ADW742::MCF10A.KRAS.HG::::24H::1.11uM::LCP001::H03::BRD-K15179513,NVP-ADW742,brd-k15179513,nvp-adw742
L1000,L1000::I-BET-762::MCF10A.KRAS.HG::::24H::10uM::LCP001::L22::BRD-K08109215,I-BET-762,brd-k08109215,i-bet-762
L1000,L1000::GDC-0941::MCF10A.KRAS.HG::::24H::10uM::LCP001::N01::BRD-K52911425,GDC-0941,brd-k52911425,gdc-0941
L1000,L1000::bosutinib::MCF10A.KRAS.HG::::24H::3.33uM::LCP001::B14::BRD-K99964838,bosutinib,brd-k99964838,bosutinib
L1000,L1000::SGC-CBP30::MCF10A.KRAS.HG::::24H::10uM::LCP001::C19::BRD-K24821794,SGC-CBP30,brd-k24821794,sgc-cbp30
L1000,L1000::trametinib::MCF10A.KRAS.HG::::24H::1.11uM::LCP001::D18::BRD-K12343256,trametinib,brd-k12343256,trametinib
L1000,L1000::vorinostat::MCF10A.KRAS.HG::::24H::1.11uM::LCP001::N24::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::CYT-387::MCF10A.KRAS.HG::::24H::3.33uM::LCP001::G05::BRD-K87737963,CYT-387,brd-k87737963,cyt-387
L1000,L1000::CID-5458317::MCF10A.KRAS.HG::::24H::3.33uM::LCP001::J14::BRD-A08840375,CID-5458317,brd-a08840375,cid-5458317
L1000,L1000::vorinostat::MCF10A.KRAS.HG::::24H::3.33uM::LCP001::N23::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::SGC-CBP30::MCF10A.KRAS.HG::::24H::3.33uM::LCP001::C20::BRD-K24821794,SGC-CBP30,brd-k24821794,sgc-cbp30
L1000,L1000::NVP-ADW742::MCF10A.KRAS.HG::::24H::3.33uM::LCP001::H02::BRD-K15179513,NVP-ADW742,brd-k15179513,nvp-adw742
L1000,L1000::GNE-477::MCF10A.KRAS.HG::::24H::3.33uM::LCP001::J20::BRD-K12609995,GNE-477,brd-k12609995,gne-477
L1000,L1000::LY-2835219::MCF10A.KRAS.HG::::24H::1.11uM::LCP001::F24::BRD-K33622447,LY-2835219,brd-k33622447,ly-2835219
L1000,L1000::ponatinib::MCF10A.KRAS.HG::::24H::3.33uM::LCP001::M05::BRD-K44227013,ponatinib,brd-k44227013,ponatinib
L1000,L1000::palbociclib::MCF10A.KRAS.HG::::24H::10uM::LCP001::B19::BRD-K51313569,palbociclib,brd-k51313569,palbociclib
L1000,L1000::PD-184352::MCF10A.KRAS.HG::::24H::10uM::LCP001::I01::BRD-K05104363,PD-184352,brd-k05104363,pd-184352
L1000,L1000::LY-2835219::MCF10A.KRAS.HG::::24H::10uM::LCP001::F22::BRD-K33622447,LY-2835219,brd-k33622447,ly-2835219
L1000,L1000::regorafenib::MCF10A.KRAS.HG::::24H::10uM::LCP001::E04::BRD-K16730910,regorafenib,brd-k16730910,regorafenib
L1000,L1000::bromosporine::MCF10A.KRAS.HG::::24H::10uM::LCP001::D04::BRD-K44665581,bromosporine,brd-k44665581,bromosporine
L1000,L1000::trametinib::MCF10A.KRAS.HG::::24H::10uM::LCP001::D16::BRD-K12343256,trametinib,brd-k12343256,trametinib
L1000,L1000::CID-5458317::MCF10A.KRAS.HG::::24H::1.11uM::LCP001::J15::BRD-A08840375,CID-5458317,brd-a08840375,cid-5458317
L1000,L1000::CYT-387::YAPC::::24H::10uM::REP.A026::B13::BRD-K87737963,CYT-387,brd-k87737963,cyt-387
L1000,L1000::telcagepant::YAPC::::24H::0.125uM::REP.A026::I11::BRD-K91159026,telcagepant,brd-k91159026,telcagepant
L1000,L1000::alvocidib::YAPC::::24H::1.11uM::REP.A026::B21::BRD-K87909389,alvocidib,brd-k87909389,alvocidib
L1000,L1000::alvocidib::YAPC::::24H::0.37uM::REP.A026::B22::BRD-K87909389,alvocidib,brd-k87909389,alvocidib
L1000,L1000::CYT-387::YAPC::::24H::3.33uM::REP.A026::B14::BRD-K87737963,CYT-387,brd-k87737963,cyt-387
L1000,L1000::alvocidib::YAPC::::24H::0.125uM::REP.A026::B23::BRD-K87909389,alvocidib,brd-k87909389,alvocidib
L1000,L1000::CX-4945::THP1::::4H::2.5uM::AICHI001::M02::BRD-K81458380,CX-4945,brd-k81458380,cx-4945
L1000,L1000::BRD-K16277767::THP1::::4H::10uM::AICHI001::L07::BRD-K16277767,BRD-K16277767,brd-k16277767,brd-k16277767
L1000,L1000::vorinostat::THP1::::4H::0.66uM::AICHI001::G15::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::LJH-685::THP1::::4H::0.01uM::AICHI001::O12::BRD-K00258161,LJH-685,brd-k00258161,ljh-685
L1000,L1000::sotrastaurin::THP1::::4H::10uM::AICHI001::D19::BRD-K16761703,sotrastaurin,brd-k16761703,sotrastaurin
L1000,L1000::midostaurin::THP1::::4H::10uM::AICHI001::F19::BRD-K13646352,midostaurin,brd-k13646352,midostaurin
L1000,L1000::vorinostat::THP1::::4H::10uM::AICHI001::G13::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::BRD-K16277767::THP1::::4H::2.5uM::AICHI001::L08::BRD-K16277767,BRD-K16277767,brd-k16277767,brd-k16277767
L1000,L1000::CX-4945::THP1::::4H::10uM::AICHI001::M01::BRD-K81458380,CX-4945,brd-k81458380,cx-4945
L1000,L1000::MI-2::THP1::::4H::10uM::AICHI001::G07::BRD-K37142460,MI-2,brd-k37142460,mi-2
L1000,L1000::vorinostat::THP1::::4H::2.5uM::AICHI001::G14::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::vorinostat::THP1::::4H::0.04uM::AICHI001::G17::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::midostaurin::THP1::::4H::2.5uM::AICHI001::F20::BRD-K13646352,midostaurin,brd-k13646352,midostaurin
L1000,L1000::I-BET-762::HAP1.SRC::::24H::3.33uM::MOAR015::D19::BRD-K08109215,I-BET-762,brd-k08109215,i-bet-762
L1000,L1000::vorinostat::HAP1.SRC::::24H::3.33uM::MOAR015::A19::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::I-BET-151::HAP1.SRC::::24H::3.33uM::MOAR015::M19::BRD-K36363294,I-BET-151,brd-k36363294,i-bet-151
L1000,L1000::CC-930::HELA::::24H::0.125uM::REP.A019::J05::BRD-K48213016,CC-930,brd-k48213016,cc-930
L1000,L1000::donepezil::HELA::::24H::0.37uM::REP.A019::L10::BRD-A49160188,donepezil,brd-a49160188,donepezil
L1000,L1000::CC-401::HELA::::24H::0.125uM::REP.A019::D23::BRD-K45746021,CC-401,brd-k45746021,cc-401
L1000,L1000::TTNPB::HELA::::24H::0.125uM::REP.A019::M11::BRD-K49685476,TTNPB,brd-k49685476,ttnpb
L1000,L1000::PF-04447943::HELA::::24H::0.125uM::REP.A019::N23::BRD-K50031829,PF-04447943,brd-k50031829,pf-04447943
L1000,L1000::piclamilast::HELA::::24H::1.11uM::REP.A019::G21::BRD-K47642186,piclamilast,brd-k47642186,piclamilast
L1000,L1000::CTS-1027::HELA::::24H::3.33uM::REP.A019::P20::BRD-K53508936,CTS-1027,brd-k53508936,cts-1027
L1000,L1000::tosedostat::THP1::::24H::10uM::REP.A025::D13::BRD-K92241597,tosedostat,brd-k92241597,tosedostat
L1000,L1000::tosedostat::THP1::::24H::3.33uM::REP.A025::D14::BRD-K92241597,tosedostat,brd-k92241597,tosedostat
L1000,L1000::LY-2157299::THP1::::24H::10uM::REP.A025::N01::BRD-K78118466,LY-2157299,brd-k78118466,ly-2157299
L1000,L1000::tosedostat::THP1::::24H::0.37uM::REP.A025::D16::BRD-K92241597,tosedostat,brd-k92241597,tosedostat
L1000,L1000::vandetanib::THP1::::24H::0.125uM::REP.A025::K23::BRD-K77625799,vandetanib,brd-k77625799,vandetanib
L1000,L1000::tosedostat::THP1::::24H::0.125uM::REP.A025::D17::BRD-K92241597,tosedostat,brd-k92241597,tosedostat
L1000,L1000::menadione::THP1::::24H::10uM::REP.A025::M07::BRD-K78126613,menadione,brd-k78126613,menadione
L1000,L1000::tosedostat::THP1::::24H::1.11uM::REP.A025::D15::BRD-K92241597,tosedostat,brd-k92241597,tosedostat
L1000,L1000::clofarabine::PC3::::24H::2.22uM::REP.B003::I19::BRD-K34022604,clofarabine,brd-k34022604,clofarabine
L1000,L1000::clofarabine::PC3::::24H::0.25uM::REP.B003::I21::BRD-K34022604,clofarabine,brd-k34022604,clofarabine
L1000,L1000::clofarabine::PC3::::24H::0.74uM::REP.B003::I20::BRD-K34022604,clofarabine,brd-k34022604,clofarabine
L1000,L1000::clofarabine::PC3::::24H::0.08uM::REP.B003::I22::BRD-K34022604,clofarabine,brd-k34022604,clofarabine
L1000,L1000::MK-2206::HELA::::24H::10uM::REP.A023::A19::BRD-K68065987,MK-2206,brd-k68065987,mk-2206
L1000,L1000::MK-2206::HELA::::24H::0.37uM::REP.A023::A22::BRD-K68065987,MK-2206,brd-k68065987,mk-2206
L1000,L1000::sertindole::HELA::::24H::10uM::REP.A023::E19::BRD-K69116396,sertindole,brd-k69116396,sertindole
L1000,L1000::probucol::HELA::::24H::3.33uM::REP.A023::M14::BRD-K72029282,probucol,brd-k72029282,probucol
L1000,L1000::sertindole::HELA::::24H::0.125uM::REP.A023::E23::BRD-K69116396,sertindole,brd-k69116396,sertindole
L1000,L1000::avasimibe::HELA::::24H::10uM::REP.A023::B07::BRD-K67901620,avasimibe,brd-k67901620,avasimibe
L1000,L1000::olaparib::XC.P911::::24H::10uM::ASG003::D07::BRD-K02113016,olaparib,brd-k02113016,olaparib
L1000,L1000::gefitinib::XC.P911::::24H::10uM::ASG003::C13::BRD-K64052750,gefitinib,brd-k64052750,gefitinib
L1000,L1000::panobinostat::XC.P911::::24H::1.11uM::ASG003::P02::BRD-K02130563,panobinostat,brd-k02130563,panobinostat
L1000,L1000::JNJ-7706621::XC.P911::::24H::10uM::ASG003::L22::BRD-K11636097,JNJ-7706621,brd-k11636097,jnj-7706621
L1000,L1000::nocodazole::XC.P911::::24H::1.11uM::ASG003::I02::BRD-K12539581,nocodazole,brd-k12539581,nocodazole
L1000,L1000::thioridazine::XC.P911::::24H::10uM::ASG003::M01::BRD-A84481105,thioridazine,brd-a84481105,thioridazine
L1000,L1000::vorinostat::XC.P911::::24H::1.11uM::ASG003::F05::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::panobinostat::XC.P911::::24H::10uM::ASG003::P01::BRD-K02130563,panobinostat,brd-k02130563,panobinostat
L1000,L1000::dabrafenib::XC.P911::::24H::1.11uM::ASG003::H17::BRD-K09951645,dabrafenib,brd-k09951645,dabrafenib
L1000,L1000::trametinib::XC.P911::::24H::1.11uM::ASG003::N17::BRD-K12343256,trametinib,brd-k12343256,trametinib
L1000,L1000::trifluoperazine::XC.P911::::24H::10uM::ASG003::P19::BRD-K89732114,trifluoperazine,brd-k89732114,trifluoperazine
L1000,L1000::vandetanib::XC.P911::::24H::10uM::ASG003::N22::BRD-K77625799,vandetanib,brd-k77625799,vandetanib
L1000,L1000::palbociclib::XC.P911::::24H::1.11uM::ASG003::K17::BRD-K51313569,palbociclib,brd-k51313569,palbociclib
L1000,L1000::ABT-737::XC.P911::::24H::1.11uM::ASG003::L02::BRD-K56301217,ABT-737,brd-k56301217,abt-737
L1000,L1000::BI-2536::XC.P911::::24H::0.12uM::ASG003::D06::BRD-K64890080,BI-2536,brd-k64890080,bi-2536
L1000,L1000::alvocidib::XC.P911::::24H::10uM::ASG003::J19::BRD-K87909389,alvocidib,brd-k87909389,alvocidib
L1000,L1000::lapatinib::XC.P911::::24H::10uM::ASG003::O07::BRD-K19687926,lapatinib,brd-k19687926,lapatinib
L1000,L1000::trametinib::XC.P911::::24H::10uM::ASG003::N16::BRD-K12343256,trametinib,brd-k12343256,trametinib
L1000,L1000::BI-2536::XC.P911::::24H::10uM::ASG003::D04::BRD-K64890080,BI-2536,brd-k64890080,bi-2536
L1000,L1000::vemurafenib::XC.P911::::24H::10uM::ASG003::H07::BRD-K56343971,vemurafenib,brd-k56343971,vemurafenib
L1000,L1000::nocodazole::XC.P911::::24H::10uM::ASG003::I01::BRD-K12539581,nocodazole,brd-k12539581,nocodazole
L1000,L1000::palbociclib::XC.P911::::24H::10uM::ASG003::K16::BRD-K51313569,palbociclib,brd-k51313569,palbociclib
L1000,L1000::JNJ-7706621::XC.P911::::24H::1.11uM::ASG003::L23::BRD-K11636097,JNJ-7706621,brd-k11636097,jnj-7706621
L1000,L1000::dasatinib::XC.P911::::24H::10uM::ASG003::N01::BRD-K49328571,dasatinib,brd-k49328571,dasatinib
L1000,L1000::AZ-628::XC.P911::::24H::10uM::ASG003::J13::BRD-K05804044,AZ-628,brd-k05804044,az-628
L1000,L1000::erlotinib::XC.P911::::24H::10uM::ASG003::B16::BRD-K70401845,erlotinib,brd-k70401845,erlotinib
L1000,L1000::dasatinib::XC.P911::::24H::0.12uM::ASG003::N03::BRD-K49328571,dasatinib,brd-k49328571,dasatinib
L1000,L1000::ABT-737::XC.P911::::24H::10uM::ASG003::L01::BRD-K56301217,ABT-737,brd-k56301217,abt-737
L1000,L1000::BI-2536::XC.P911::::24H::1.11uM::ASG003::D05::BRD-K64890080,BI-2536,brd-k64890080,bi-2536
L1000,L1000::RITA::XC.P911::::24H::10uM::ASG003::A22::BRD-K00317371,RITA,brd-k00317371,rita
L1000,L1000::panobinostat::XC.P911::::24H::0.12uM::ASG003::P03::BRD-K02130563,panobinostat,brd-k02130563,panobinostat
L1000,L1000::selumetinib::XC.P911::::24H::10uM::ASG003::E04::BRD-K57080016,selumetinib,brd-k57080016,selumetinib
L1000,L1000::ponatinib::XC.P911::::24H::1.11uM::ASG003::P14::BRD-K44227013,ponatinib,brd-k44227013,ponatinib
L1000,L1000::vorinostat::XC.P911::::24H::10uM::ASG003::F04::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::alvocidib::XC.P911::::24H::0.12uM::ASG003::J21::BRD-K87909389,alvocidib,brd-k87909389,alvocidib
L1000,L1000::AZ-628::XC.P911::::24H::1.11uM::ASG003::J14::BRD-K05804044,AZ-628,brd-k05804044,az-628
L1000,L1000::palbociclib::XC.P911::::24H::0.12uM::ASG003::K18::BRD-K51313569,palbociclib,brd-k51313569,palbociclib
L1000,L1000::enzastaurin::HT29::::24H::0.25uM::REP.B024::P03::BRD-K79404599,enzastaurin,brd-k79404599,enzastaurin
L1000,L1000::sertindole::A375::::24H::10uM::REP.A023::E19::BRD-K69116396,sertindole,brd-k69116396,sertindole
L1000,L1000::avasimibe::A375::::24H::10uM::REP.A023::B07::BRD-K67901620,avasimibe,brd-k67901620,avasimibe
L1000,L1000::MK-2206::A375::::24H::10uM::REP.A023::A19::BRD-K68065987,MK-2206,brd-k68065987,mk-2206
L1000,L1000::CX-4945::K562::::24H::2.5uM::AICHI001::M02::BRD-K81458380,CX-4945,brd-k81458380,cx-4945
L1000,L1000::BRD-A04845303::K562::::24H::10uM::AICHI001::C13::BRD-A04845303,BRD-A04845303,brd-a04845303,brd-a04845303
L1000,L1000::vorinostat::K562::::24H::10uM::AICHI001::G13::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::midostaurin::K562::::24H::2.5uM::AICHI001::F20::BRD-K13646352,midostaurin,brd-k13646352,midostaurin
L1000,L1000::CX-4945::K562::::24H::10uM::AICHI001::M01::BRD-K81458380,CX-4945,brd-k81458380,cx-4945
L1000,L1000::vorinostat::K562::::24H::0.66uM::AICHI001::G15::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::AZ-628::K562::::24H::10uM::AICHI001::M13::BRD-K05804044,AZ-628,brd-k05804044,az-628
L1000,L1000::BRD-K16277767::K562::::24H::10uM::AICHI001::L07::BRD-K16277767,BRD-K16277767,brd-k16277767,brd-k16277767
L1000,L1000::AZ-628::K562::::24H::2.5uM::AICHI001::M14::BRD-K05804044,AZ-628,brd-k05804044,az-628
L1000,L1000::vorinostat::K562::::24H::0.125uM::AICHI001::G16::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::sotrastaurin::K562::::24H::10uM::AICHI001::D19::BRD-K16761703,sotrastaurin,brd-k16761703,sotrastaurin
L1000,L1000::midostaurin::K562::::24H::10uM::AICHI001::F19::BRD-K13646352,midostaurin,brd-k13646352,midostaurin
L1000,L1000::MI-2::K562::::24H::10uM::AICHI001::G07::BRD-K37142460,MI-2,brd-k37142460,mi-2
L1000,L1000::GDC-0941::K562::::24H::2.5uM::AICHI001::A08::BRD-K52911425,GDC-0941,brd-k52911425,gdc-0941
L1000,L1000::AZ-628::K562::::24H::0.66uM::AICHI001::M15::BRD-K05804044,AZ-628,brd-k05804044,az-628
L1000,L1000::vorinostat::K562::::24H::2.5uM::AICHI001::G14::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::NVP-TAE684::K562::::24H::10uM::AICHI001::M07::BRD-K50140147,NVP-TAE684,brd-k50140147,nvp-tae684
L1000,L1000::trametinib::K562::::24H::10uM::AICHI001::B19::BRD-K12343256,trametinib,brd-k12343256,trametinib
L1000,L1000::trametinib::K562::::24H::2.5uM::AICHI001::B20::BRD-K12343256,trametinib,brd-k12343256,trametinib
L1000,L1000::masitinib::HAP1.BRD4::::24H::3.33uM::MOAR014::N01::BRD-K71035033,masitinib,brd-k71035033,masitinib
L1000,L1000::IKK-2-inhibitor-V::HAP1.BRD4::::24H::3.33uM::MOAR014::K01::BRD-K74305673,IKK-2-inhibitor-V,brd-k74305673,ikk-2-inhibitor-v
L1000,L1000::bromosporine::HAP1.BRD4::::24H::3.33uM::MOAR014::F01::BRD-K44665581,bromosporine,brd-k44665581,bromosporine
L1000,L1000::clofarabine::PC3::::24H::0.37uM::REP.A003::I22::BRD-K34022604,clofarabine,brd-k34022604,clofarabine
L1000,L1000::clofarabine::PC3::::24H::0.125uM::REP.A003::I23::BRD-K34022604,clofarabine,brd-k34022604,clofarabine
L1000,L1000::clofarabine::PC3::::24H::10uM::REP.A003::I19::BRD-K34022604,clofarabine,brd-k34022604,clofarabine
L1000,L1000::clofarabine::PC3::::24H::0.04uM::REP.A003::I24::BRD-K34022604,clofarabine,brd-k34022604,clofarabine
L1000,L1000::clofarabine::PC3::::24H::1.11uM::REP.A003::I21::BRD-K34022604,clofarabine,brd-k34022604,clofarabine
L1000,L1000::vanoxerine::PC3::::24H::10uM::REP.A003::F13::BRD-K32501161,vanoxerine,brd-k32501161,vanoxerine
L1000,L1000::clofarabine::PC3::::24H::3.33uM::REP.A003::I20::BRD-K34022604,clofarabine,brd-k34022604,clofarabine
L1000,L1000::RG-7388::A375::::24H::0.125uM::REP.A018::C11::BRD-K62627508,RG-7388,brd-k62627508,rg-7388
L1000,L1000::BI-2536::A375::::24H::0.125uM::REP.A018::I23::BRD-K64890080,BI-2536,brd-k64890080,bi-2536
L1000,L1000::anagrelide::A375::::24H::10uM::REP.A018::B13::BRD-K62200014,anagrelide,brd-k62200014,anagrelide
L1000,L1000::BI-2536::A375::::24H::3.33uM::REP.A018::I20::BRD-K64890080,BI-2536,brd-k64890080,bi-2536
L1000,L1000::BI-2536::A375::::24H::0.37uM::REP.A018::I22::BRD-K64890080,BI-2536,brd-k64890080,bi-2536
L1000,L1000::BI-2536::A375::::24H::1.11uM::REP.A018::I21::BRD-K64890080,BI-2536,brd-k64890080,bi-2536
L1000,L1000::RG-7388::A375::::24H::10uM::REP.A018::C07::BRD-K62627508,RG-7388,brd-k62627508,rg-7388
L1000,L1000::BI-2536::A375::::24H::0.04uM::REP.A018::I24::BRD-K64890080,BI-2536,brd-k64890080,bi-2536
L1000,L1000::SR-2640::A375::::24H::10uM::REP.A018::D01::BRD-K62562723,SR-2640,brd-k62562723,sr-2640
L1000,L1000::raloxifene::A375::::24H::10uM::REP.A018::H07::BRD-K63828191,raloxifene,brd-k63828191,raloxifene
L1000,L1000::RG-7388::A375::::24H::0.37uM::REP.A018::C10::BRD-K62627508,RG-7388,brd-k62627508,rg-7388
L1000,L1000::BI-2536::A375::::24H::10uM::REP.A018::I19::BRD-K64890080,BI-2536,brd-k64890080,bi-2536
L1000,L1000::raloxifene::A375::::24H::0.125uM::REP.A018::H11::BRD-K63828191,raloxifene,brd-k63828191,raloxifene
L1000,L1000::RG-7388::A375::::24H::1.11uM::REP.A018::C09::BRD-K62627508,RG-7388,brd-k62627508,rg-7388
L1000,L1000::ifosfamide::A375::::24H::1.11uM::REP.A018::P03::BRD-A67097164,ifosfamide,brd-a67097164,ifosfamide
L1000,L1000::RG-7388::A375::::24H::3.33uM::REP.A018::C08::BRD-K62627508,RG-7388,brd-k62627508,rg-7388
